AÑO;CODIGO;DISTRITO;MUNICIPALIDAD;PROVINCIA;REGION;UBIGEO;AÑOS DE EDUCACION;CANON MINERO;ESPERANZA DE VIDA;FUNDICION;IDH;INGRESO FAMILIAR;MINERIA NO METALICA;MINERIA SUBTERRANEA;POBLACION 18 AÑOS;POBLACION;REFINERIA;TOTAL DE TRANSFERENCIAS
2012;04-301111;MARCAPOMACOCHA;  MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA;YAULI;JUNIN;120804;8.025987405;1555189.97;76.84674111;;0.450260511;574.9459944;1;;53.04641534;1307;;1724050.39
2012;10-301117;YAULI;  MUNICIPALIDAD DISTRITAL DE YAULI;YAULI;JUNIN;120810;10.43055748;6293032.08;75.349743;;0.616139495;1074.864841;1;1;71.83098592;5600;;7706162.03
2012;01-301171;SAN PEDRO DE LLOC;  MUNICIPALIDAD PROVINCIAL DE PACASMAYO - SAN PEDRO DE LLOC;PACASMAYO;LA LIBERTAD;130701;9.845379085;2227307.7;78.78641666;;0.521568113;679.6930481;1;;64.63878327;16680;;2428209.62
2012;09-301184;PATAZ;  MUNICIPALIDAD DISTRITAL DE PATAZ;PATAZ;LA LIBERTAD;130809;7.278262995;5602098.16;70.84272215;;0.319044506;380.4997792;;1;23.83708203;8400;;6907927.96
2012;02-301206;LUCMA;  MUNICIPALIDAD DISTRITAL DE LUCMA;GRAN CHIMU;LA LIBERTAD;131102;5.524182908;1306376.59;72.08799923;;0.173706613;113.0567748;1;;16.96094791;6564;;1423674.86
2012;03-301211;GUADALUPITO;  MUNICIPALIDAD DISTRITAL DE GUADALUPITO;VIRU;LA LIBERTAD;131203;6.194677823;1147556.04;75.62241838;;0.356325882;393.7008365;1;;43.87643246;8260;;1249612.73
2012;04-301235;MANUEL ANTONIO MESONES MURO;  MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO;FERREÑAFE;LAMBAYEQUE;140204;6.928295431;1117.08;68.55805691;;0.373808034;428.0693424;1;;56.37260496;4307;;1195.23
2012;06-301255;CARABAYLLO;  MUNICIPALIDAD DISTRITAL DE CARABAYLLO;LIMA;LIMA;150106;10.25793225;306433.36;78.22633135;;0.562473484;783.5935896;1;;73.25335814;267961;;376221.89
2012;18-301267;LURIGANCHO;  MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA);LIMA;LIMA;150118;10.74346503;389537.69;79.19090431;;0.605174794;908.546412;;;76.13407902;201248;1;486900.37
2012;19-301268;LURIN;  MUNICIPALIDAD DISTRITAL DE LURIN;LIMA;LIMA;150119;10.06723534;355307.8;78.65047251;;0.587480589;905.7144123;1;;70.78267219;76874;;422123.95
2012;23-301272;PACHACAMAC;  MUNICIPALIDAD DISTRITAL DE PACHACAMAC;LIMA;LIMA;150123;9.931932033;207755.45;77.9135925;;0.544884965;767.7512893;1;;66.49855662;102691;;263202.23
2012;43-301292;VILLA MARIA DEL TRIUNFO;  MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;LIMA;LIMA;150143;10.16275796;729536.32;78.99524328;;0.588037669;877.8453816;1;;74.14796237;426462;;978595.17
2012;02-301312;ASIA;  MUNICIPALIDAD DISTRITAL DE ASIA;CAÑETE;LIMA;150502;9.260469138;639009.53;78.92265163;;0.539269312;815.9704873;1;;57.74057022;8271;;830618.79
2012;05-301315;CHILCA;  MUNICIPALIDAD DISTRITAL DE CHILCA;CAÑETE;LIMA;150505;9.89924017;1145815.85;79.42992718;;0.567007425;900.4586593;1;;57.43078208;15517;;1405166.04
2012;06-301316;COAYLLO;  MUNICIPALIDAD DISTRITAL DE COAYLLO;CAÑETE;LIMA;150506;8.025351365;123024.17;83.1377585;;0.492030538;520.4277111;;1;88.88888889;1081;;319363
2012;01-301327;HUARAL;  MUNICIPALIDAD PROVINCIAL DE HUARAL;HUARAL;LIMA;150601;9.180250455;8806171.66;79.5616631;;0.539217178;739.3621862;;1;70.04362958;96986;;10315857.5
2012;10-301336;SANTA CRUZ DE ANDAMARCA;  MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA;HUARAL;LIMA;150610;8.365579487;197049.9;78.52237769;;0.419134679;393.646046;;1;69.60978796;1349;;227825.76
2012;05-301343;CHICLA;  MUNICIPALIDAD DISTRITAL DE CHICLA;HUAROCHIRI;LIMA;150705;10.27598593;6740680.65;72.19895683;;0.663809236;1509.199472;;1;64.76150124;7582;;7550687.4
2012;16-301354;SAN ANTONIO;  MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;HUAROCHIRI;LIMA;150716;8.368142249;1933782.8;72.94309528;;0.27201255;142.67442;1;;71.88504887;5180;;2178924.64
2012;22-301360;SAN MATEO;  MUNICIPALIDAD DISTRITAL DE SAN MATEO;HUAROCHIRI;LIMA;150722;9.857671227;823320.07;71.38855467;;0.545188305;851.9046374;;1;70.49039269;5222;;963808.64
2012;01-301371;HUACHO;  MUNICIPALIDAD PROVINCIAL DE HUAURA;HUAURA;LIMA;150801;11.68835997;2249385.98;77.49896756;;0.626538536;943.2336157;1;;83.57771261;58105;;2679765.65
2012;01-301383;OYON;  MUNICIPALIDAD PROVINCIAL DE OYON;OYON;LIMA;150901;9.102189036;8831280.41;79.62912155;;0.522275836;748.4962275;1;1;56.82499696;13974;;11184903.31
2012;18-301406;LARAOS;  MUNICIPALIDAD DISTRITAL DE LARAOS;YAUYOS;LIMA;151018;9.870351095;1640331.18;76.42759279;;0.592855636;963.1722778;;1;73.34599469;855;;2475473.41
2012;08-301494;PUQUINA;  MUNICIPALIDAD DISTRITAL DE PUQUINA;GENERAL SANCHEZ CERRO;MOQUEGUA;180208;7.566642051;4292039.81;80.03633758;;0.497971727;681.6651581;1;;64.84430462;2734;;5524554.79
2012;03-301500;PACOCHA;  MUNICIPALIDAD DISTRITAL DE PACOCHA;ILO;MOQUEGUA;180303;13.32406062;630372.64;78.01606111;1;0.791993961;1595.216834;;;97.22222222;3871;1;811080.47
2012;04-301504;HUAYLLAY;  MUNICIPALIDAD DISTRITAL DE HUAYLLAY;PASCO;PASCO;190104;9.950437509;17517036.65;70.43393001;;0.5299087;820.6765023;;1;66.22194479;11247;;21152551.45
2012;08-301508;SAN FRANCISCO DE ASIS DE YARUSYACAN;  MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN;PASCO;PASCO;190108;8.832391237;10868145.92;72.97856852;;0.398293511;363.1134619;;1;71.15384615;10536;;12176419.74
2012;13-301513;YANACANCHA;  MUNICIPALIDAD DISTRITAL DE YANACANCHA;PASCO;PASCO;190113;11.38037548;9787783.45;75.31051109;;0.53159489;624.4189964;;1;83.20726173;30585;;10948723.79
2012;01-301566;PAITA;  MUNICIPALIDAD PROVINCIAL DE PAITA;PAITA;PIURA;200501;8.937455947;3540.85;75.42885969;;0.533214938;840.3561694;1;;60.64022752;85757;;35396514.64
2012;02-301567;AMOTAPE;  MUNICIPALIDAD DISTRITAL DE AMOTAPE;PAITA;PIURA;200502;6.927567713;311.55;76.1338955;;0.437064192;563.2441396;1;;57.87586792;2339;;1430302
2012;01-301587;SECHURA;  MUNICIPALIDAD PROVINCIAL DE SECHURA;SECHURA;PIURA;200801;7.501621649;44133.5;68.68222865;;0.423487604;628.5751875;1;;46.7422336;39307;;21233352.76
2012;02-301664;ANTAUTA;  MUNICIPALIDAD DISTRITAL DE ANTAUTA;MELGAR;PUNO;210802;7.411443816;7726073.1;68.73677075;;0.428054148;637.1509127;;1;49.09510677;4782;;13717601.93
2012;04-301684;CARACOTO;  MUNICIPALIDAD DISTRITAL DE CARACOTO;SAN ROMAN;PUNO;211104;5.124550118;732824.03;71.92571358;;0.268554179;221.0498723;1;;45.98357938;5908;;995026.51
2012;06-301690;QUIACA;  MUNICIPALIDAD DISTRITAL DE QUIACA;SANDIA;PUNO;211206;6.2775738;512620.28;67.89710188;;0.211808207;132.1153656;;1;36.09165811;2358;;570105.1
2012;01-301701;MOYOBAMBA;  MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA;MOYOBAMBA;SAN MARTIN;220101;7.886479243;30785.38;73.73942312;;0.42533634;547.0720837;1;;48.5099152;76915;;34234.96
2012;04-301753;NUEVA CAJAMARCA;  MUNICIPALIDAD DISTRITAL DE NUEVA CAJAMARCA;RIOJA;SAN MARTIN;220804;6.613205427;84847.6;75.582729;;0.380353;454.5425558;1;;43.38652009;41981;;93010.4
2012;02-301760;ALBERTO LEVEAU;  MUNICIPALIDAD DISTRITAL DE ALBERTO LEVEAU;SAN MARTIN;SAN MARTIN;220902;6.544291502;1833.45;72.98840296;;0.346688498;373.5423344;1;;43.07163529;742;;2078.8
2012;05-301808;SAN JACINTO;  MUNICIPALIDAD DISTRITAL DE SAN JACINTO;TUMBES;TUMBES;240105;8.152038766;;79.66729285;;0.504708255;604.6919136;1;;83.33333333;8542;;3499676.07
2013;01-300078;BAGUA GRANDE;  MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;UTCUBAMBA;AMAZONAS;010701;6.901792581;0.76;74.28699091;;0.430287138;638.7007952;1;;44.13022552;53179;;2.74
2013;01-300097;AIJA;  MUNICIPALIDAD PROVINCIAL DE AIJA;AIJA;ANCASH;020201;8.725995161;867997.83;60.83717217;;0.365417455;439.9887346;;1;54.15350011;1917.5;;870892.39
2013;08-300117;HUALLANCA;  MUNICIPALIDAD DISTRITAL DE HUALLANCA;BOLOGNESI;ANCASH;020508;7.286578782;4161092.97;67.59957578;;0.386248496;563.2190562;;1;37.69310557;8305.5;;4557095.07
2013;07-300131;PARIAHUANCA;  MUNICIPALIDAD DISTRITAL DE PARIAHUANCA;CARHUAZ;ANCASH;020607;5.742475578;698320.87;81.95800199;;0.363146517;391.3257875;1;;44.31308814;1599;;701630.71
2013;07-300156;HUACHIS;  MUNICIPALIDAD DISTRITAL DE HUACHIS;HUARI;ANCASH;021007;4.888624259;17790502.95;76.68513701;;0.241300505;181.1474866;;1;41.36032732;3582;;17885242.03
2013;19-300349;SAN JUAN DE TARUCANI;  MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI;AREQUIPA;AREQUIPA;040119;5.967560979;1413097.07;81.62868601;;0.379927666;412.1702738;1;;51.29400507;2190.5;;1648562.32
2013;24-300354;UCHUMAYO;  MUNICIPALIDAD DISTRITAL DE UCHUMAYO;AREQUIPA;AREQUIPA;040124;10.58500338;16734322.54;79.55275407;;0.610549946;919.6626124;1;;78.89462696;12148.5;;16883787.48
2013;28-300358;YURA;  MUNICIPALIDAD DISTRITAL DE YURA;AREQUIPA;AREQUIPA;040128;8.792410421;15549797.23;77.15518053;;0.530993405;706.7516489;1;;82.2802384;23420.5;;17029957.8
2013;07-300366;QUILCA;  MUNICIPALIDAD DISTRITAL DE QUILCA;CAMANA;AREQUIPA;040207;8.409669792;244567.5;83.84877771;;0.526939953;673.5954298;1;;71.31842093;692.5;;261279.39
2013;08-300375;CHAPARRA;  MUNICIPALIDAD DISTRITAL DE CHAPARRA;CARAVELI;AREQUIPA;040308;9.420124397;2006494.24;85.31068266;;0.568782288;870.8036667;;1;55.34103679;5082.5;;2265489.89
2013;09-300376;HUANUHUANU;  MUNICIPALIDAD DISTRITAL DE HUANUHUANU;CARAVELI;AREQUIPA;040309;8.521415871;1467596.62;87.33404916;;0.535051675;734.7557288;;1;62.0161079;3125;;1785713.4
2013;09-300389;ORCOPAMPA;  MUNICIPALIDAD DISTRITAL DE ORCOPAMPA;CASTILLA;AREQUIPA;040409;9.242630159;3159183.83;76.71044;;0.535609708;930.0201609;;1;46.15104032;9447.5;;4722309.53
2013;04-300398;CALLALLI;  MUNICIPALIDAD DISTRITAL DE CALLALLI;CAYLLOMA;AREQUIPA;040504;6.235245272;822330.05;81.30386256;;0.415381676;477.7322671;1;;61.83477621;2106.5;;889939.89
2013;16-300410;TAPAY;  MUNICIPALIDAD DISTRITAL DE TAPAY;CAYLLOMA;AREQUIPA;040516;5.327867499;215868.86;78.62286335;;0.369595046;419.3296547;;1;88.02578619;571;;233597.24
2013;03-300417;CAYARANI;  MUNICIPALIDAD DISTRITAL DE CAYARANI;CONDESUYOS;AREQUIPA;040603;7.583908505;1540284.94;86.36435575;;0.462316296;694.4078662;;1;33.99473694;3278.5;;3175591.16
2013;06-300420;RIO GRANDE;  MUNICIPALIDAD DISTRITAL DE RIO GRANDE;CONDESUYOS;AREQUIPA;040606;9.042429303;1139676.34;74.39481563;;0.585173246;992.1008282;;1;78.28361505;2894.5;;1356974.81
2013;06-300513;OYOLO;  MUNICIPALIDAD DISTRITAL DE OYOLO;PAUCAR DEL SARA SARA;AYACUCHO;050806;7.308107246;17460.05;63.05276541;;0.239337655;298.7011755;;1;14.78325156;1190.5;;22561.94
2013;05-300533;CANARIA;  MUNICIPALIDAD DISTRITAL DE CANARIA;VICTOR FAJARDO;AYACUCHO;051005;6.789162162;136388.38;72.98031193;;0.385448013;520.1057079;;1;38.57479266;4011;;364339.3
2013;08-300604;YONAN;  MUNICIPALIDAD DISTRITAL DE YONAN;CONTUMAZA;CAJAMARCA;060508;7.797130295;1479716.62;72.67682153;;0.509456858;878.2512834;1;;56.08927798;7982;;1705784.09
2013;09-300674;SEXI;  MUNICIPALIDAD DISTRITAL DE SEXI;SANTA CRUZ;CAJAMARCA;061309;6.927769196;655283.6;75.63314339;;0.417407413;464.0872827;1;;71.28304481;564;;686758.48
2013;07-300746;SUYCKUTAMBO;  MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO;ESPINAR;CUSCO;080807;4.074640812;336184.78;71.92285041;;0.275862004;289.2039166;;1;43.44066292;2812;;3556424.81
2013;06-300797;HUACHOCOLPA;  MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA;HUANCAVELICA;HUANCAVELICA;090106;6.926314965;202782.7;65.06594374;;0.397692278;735.4136066;;1;30.92402131;2929;;413267.93
2013;04-300820;CCOCHACCASA;  MUNICIPALIDAD DISTRITAL DE CCOCHACCASA;ANGARAES;HUANCAVELICA;090304;5.678875458;436929.67;64.97340831;;0.323719671;421.9327212;;1;38.88672853;2895.5;;796699.14
2013;09-300850;SAN PEDRO DE CORIS;  MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS;CHURCAMPA;HUANCAVELICA;090509;7.25829703;39752.46;61.415829;;0.412857976;741.1757269;;1;43.11737718;3887;;498464.37
2013;03-300887;CHINCHAO;  MUNICIPALIDAD DISTRITAL DE CHINCHAO;HUANUCO;HUANUCO;100103;3.605393608;15489.17;77.15999899;;0.248204845;299.4714603;1;;21.88161659;26076;;35517.48
2013;07-300952;SAN MIGUEL DE CAURI;  MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI;LAURICOCHA;HUANUCO;101007;7.237632075;179619.56;69.03538933;;0.366356338;483.4202721;;1;37.01416659;10310.5;;547326.91
2013;03-300976;CHAVIN;  MUNICIPALIDAD DISTRITAL DE CHAVIN;CHINCHA;ICA;110203;8.899296977;4131543.84;79.4362699;;0.487501414;737.5633063;;1;41.00391473;1357.5;;4185828.47
2013;05-300989;VISTA ALEGRE;  MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE;NASCA;ICA;110305;9.39187457;10370400.09;83.80195794;;0.53486618;651.3647923;;1;74.08819796;15156.5;;12692433.53
2013;05-300999;PARACAS;  MUNICIPALIDAD DISTRITAL DE PARACAS;PISCO;ICA;110505;10.0576152;990132.7;76.47020552;;0.536278014;816.2938356;1;;56.49405352;6365.5;1;1220979.5
2013;07-301001;SAN CLEMENTE;  MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE;PISCO;ICA;110507;9.123111137;2960507.43;76.16148158;;0.498842412;668.8371971;1;;62.92757838;21411.5;;3617104.82
2013;12-301010;COLCA;  MUNICIPALIDAD DISTRITAL DE COLCA;HUANCAYO;JUNIN;120112;7.213058043;76023.52;71.34326631;;0.371935762;400.9053987;1;;64.98240355;2066.5;;108956.45
2013;06-301051;VITOC;  MUNICIPALIDAD DISTRITAL DE VITOC;CHANCHAMAYO;JUNIN;120306;7.780812575;48687.67;72.45797574;;0.504706895;885.8274332;;1;52.73263361;2042;;282485.36
2013;06-301057;CURICACA;  MUNICIPALIDAD DISTRITAL DE CURICACA;JAUJA;JUNIN;120406;7.131552513;65217.06;67.60143808;;0.41062225;541.5743629;1;;60.70391402;1682.5;;85193.57
2013;05-301102;LA UNION;  MUNICIPALIDAD DISTRITAL DE LA UNION;TARMA;JUNIN;120705;7.614939757;280588.9;76.57971032;;0.451991676;543.1165389;1;;66.63595186;3371;;431753.72
2013;01-301108;LA OROYA;  MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA;YAULI;JUNIN;120801;10.30129288;3556849.27;75.1597212;1;0.597347738;978.4793771;;;74.15881112;14681.5;;4613752.33
2013;03-301110;HUAY-HUAY;  MUNICIPALIDAD DISTRITAL DE HUAY - HUAY;YAULI;JUNIN;120803;9.78799291;3304936.48;78.50086897;;0.54694823;894.6838987;;1;49.37959989;1544;;4821760.36
2013;04-301111;MARCAPOMACOCHA;  MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA;YAULI;JUNIN;120804;7.917609775;932898.43;77.98513596;;0.474020158;667.5418872;1;;52.04940054;1297;;1206431.96
2013;10-301117;YAULI;  MUNICIPALIDAD DISTRITAL DE YAULI;YAULI;JUNIN;120810;10.4718305;3985673.61;75.92810066;;0.634565394;1162.764683;1;1;71.16193621;5405.5;;6527727.67
2013;01-301171;SAN PEDRO DE LLOC;  MUNICIPALIDAD PROVINCIAL DE PACASMAYO - SAN PEDRO DE LLOC;PACASMAYO;LA LIBERTAD;130701;9.59636192;2179354.46;79.66748938;;0.546253972;781.2075342;1;;64.46265713;16599.5;;2364132.8
2013;09-301184;PATAZ;  MUNICIPALIDAD DISTRITAL DE PATAZ;PATAZ;LA LIBERTAD;130809;7.057356872;5701248.51;70.81694586;;0.361278094;527.326674;;1;27.45789189;8602;;7306938.67
2013;02-301206;LUCMA;  MUNICIPALIDAD DISTRITAL DE LUCMA;GRAN CHIMU;LA LIBERTAD;131102;5.210746601;1306438.01;71.74963604;;0.214677481;187.2794652;1;;21.14754747;6730;;1416300.29
2013;03-301211;GUADALUPITO;  MUNICIPALIDAD DISTRITAL DE GUADALUPITO;VIRU;LA LIBERTAD;131203;6.116178747;1185688.06;75.97606874;;0.395297826;526.6479213;1;;45.85426181;8924;;1284545.25
2013;04-301235;MANUEL ANTONIO MESONES MURO;  MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO;FERREÑAFE;LAMBAYEQUE;140204;6.75622409;450.83;68.31290332;;0.391211011;496.2620293;1;;57.24706664;4268.5;;450.83
2013;06-301255;CARABAYLLO;  MUNICIPALIDAD DISTRITAL DE CARABAYLLO;LIMA;LIMA;150106;10.00666196;260180.73;78.74104448;;0.5896006;906.4915743;1;;73.53201433;284969.5;;365184.67
2013;18-301267;LURIGANCHO;  MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA);LIMA;LIMA;150118;10.46342435;298839.53;79.65818399;;0.627192028;1021.598473;;;75.81293261;210112;1;430328
2013;19-301268;LURIN;  MUNICIPALIDAD DISTRITAL DE LURIN;LIMA;LIMA;150119;9.951253035;227423.9;79.06885486;;0.617146567;1049.723134;1;;70.89795529;81003;;349886.8
2013;23-301272;PACHACAMAC;  MUNICIPALIDAD DISTRITAL DE PACHACAMAC;LIMA;LIMA;150123;9.675899636;183462.84;78.05125065;;0.573874279;902.9461383;1;;67.62054436;116172;;276454.31
2013;43-301292;VILLA MARIA DEL TRIUNFO;  MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;LIMA;LIMA;150143;9.990917603;692951.42;79.77882574;;0.617733865;1014.50662;1;;74.15966718;437503.5;;1005313.17
2013;02-301312;ASIA;  MUNICIPALIDAD DISTRITAL DE ASIA;CAÑETE;LIMA;150502;9.152250305;796713.52;79.26879364;;0.572773011;944.9084161;1;;61.94637759;8796;;1042605.83
2013;05-301315;CHILCA;  MUNICIPALIDAD DISTRITAL DE CHILCA;CAÑETE;LIMA;150505;9.856690889;1222503.09;80.03160765;;0.597836909;1015.251643;1;;60.95027129;15659;;1505199.65
2013;06-301316;COAYLLO;  MUNICIPALIDAD DISTRITAL DE COAYLLO;CAÑETE;LIMA;150506;7.808012929;346633.18;84.70722307;;0.544807125;721.137735;;1;85.80337892;1079;;736000.94
2013;01-301327;HUARAL;  MUNICIPALIDAD PROVINCIAL DE HUARAL;HUARAL;LIMA;150601;9.098253156;4852704.52;80.26980579;;0.569846404;867.4865227;;1;69.91383768;98711;;6404194.39
2013;10-301336;SANTA CRUZ DE ANDAMARCA;  MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA;HUARAL;LIMA;150610;8.783309921;112670.97;79.08274384;;0.460046982;500.6346356;;1;68.68211493;1378;;145243.11
2013;05-301343;CHICLA;  MUNICIPALIDAD DISTRITAL DE CHICLA;HUAROCHIRI;LIMA;150705;10.25900414;1803614.96;71.8969728;;0.672718186;1569.231762;;1;65.81799653;7607;;3033004.42
2013;16-301354;SAN ANTONIO;  MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;HUAROCHIRI;LIMA;150716;7.978369134;868802.14;72.21349718;;0.326938252;273.4893419;1;;64.17179791;5324.5;;1210878.35
2013;22-301360;SAN MATEO;  MUNICIPALIDAD DISTRITAL DE SAN MATEO;HUAROCHIRI;LIMA;150722;9.496672998;309772.72;70.92736562;;0.5513996;926.1838448;;1;68.27408423;5119.5;;544042.13
2013;01-301371;HUACHO;  MUNICIPALIDAD PROVINCIAL DE HUAURA;HUAURA;LIMA;150801;11.78387675;1541297.29;78.04499666;;0.651105533;1053.457275;1;;81.86181045;58318.5;;2058679.45
2013;01-301383;OYON;  MUNICIPALIDAD PROVINCIAL DE OYON;OYON;LIMA;150901;9.180279586;4361778.43;81.40652107;;0.554834272;865.1404268;1;1;56.59721758;14226.5;;7213164.22
2013;18-301406;LARAOS;  MUNICIPALIDAD DISTRITAL DE LARAOS;YAUYOS;LIMA;151018;9.586871935;1660124.84;77.73800192;;0.591099711;975.6455132;;1;69.35354902;808.5;;2339246.79
2013;08-301494;PUQUINA;  MUNICIPALIDAD DISTRITAL DE PUQUINA;GENERAL SANCHEZ CERRO;MOQUEGUA;180208;7.472972416;3705699.68;80.74195686;;0.497988851;671.0512309;1;;66.49150876;2627.5;;4486822.33
2013;03-301500;PACOCHA;  MUNICIPALIDAD DISTRITAL DE PACOCHA;ILO;MOQUEGUA;180303;13.16559608;549588.8;78.87961675;1;0.776891175;1542.152221;;;91.35413598;3684.5;1;663280.51
2013;04-301504;HUAYLLAY;  MUNICIPALIDAD DISTRITAL DE HUAYLLAY;PASCO;PASCO;190104;10.03753529;8955020.26;69.86986905;;0.546836854;882.7083204;;1;69.98004893;11329.5;;13364446.2
2013;08-301508;SAN FRANCISCO DE ASIS DE YARUSYACAN;  MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN;PASCO;PASCO;190108;8.820703094;4803701.54;73.14702768;;0.453349937;526.8244231;;1;73.72200697;10218.5;;6768658.77
2013;13-301513;YANACANCHA;  MUNICIPALIDAD DISTRITAL DE YANACANCHA;PASCO;PASCO;190113;11.34856734;4600317.23;76.15657936;;0.555068773;702.2647608;;1;82.36282805;30577.5;;6111582.07
2013;01-301566;PAITA;  MUNICIPALIDAD PROVINCIAL DE PAITA;PAITA;PIURA;200501;8.730710766;107824.87;76.38997337;;0.530764907;822.8025221;1;;61.20974298;89452;;36267501.36
2013;02-301567;AMOTAPE;  MUNICIPALIDAD DISTRITAL DE AMOTAPE;PAITA;PIURA;200502;6.821345189;4983.9;77.48546123;;0.452654221;608.5470842;1;;58.94075417;2324.5;;1353377.41
2013;01-301587;SECHURA;  MUNICIPALIDAD PROVINCIAL DE SECHURA;SECHURA;PIURA;200801;7.451845549;1543104.03;68.64877432;;0.4292585;641.6633069;1;;49.08955783;41140.5;;23596041.93
2013;02-301664;ANTAUTA;  MUNICIPALIDAD DISTRITAL DE ANTAUTA;MELGAR;PUNO;210802;7.551501207;4985329.78;69.39551265;;0.45371913;701.481882;;1;54.05844587;4649;;9436324.22
2013;04-301684;CARACOTO;  MUNICIPALIDAD DISTRITAL DE CARACOTO;SAN ROMAN;PUNO;211104;5.176368581;538539.17;72.59945377;;0.295574445;269.6604995;1;;50.29771906;5781.5;;703407.51
2013;06-301690;QUIACA;  MUNICIPALIDAD DISTRITAL DE QUIACA;SANDIA;PUNO;211206;6.283568507;925107.66;68.1530913;;0.279590057;252.6178725;;1;46.25919422;2366;;970190.96
2013;01-301701;MOYOBAMBA;  MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA;MOYOBAMBA;SAN MARTIN;220101;7.820755196;18084.19;73.58664371;;0.451993705;646.7052985;1;;50.67746203;80195;;21767.76
2013;04-301753;NUEVA CAJAMARCA;  MUNICIPALIDAD DISTRITAL DE NUEVA CAJAMARCA;RIOJA;SAN MARTIN;220804;6.464380576;63827.55;75.50765605;;0.407829871;556.3278006;1;;45.39060746;43611;;75222.41
2013;02-301760;ALBERTO LEVEAU;  MUNICIPALIDAD DISTRITAL DE ALBERTO LEVEAU;SAN MARTIN;SAN MARTIN;220902;6.54557315;986.4;72.85146656;;0.372905893;454.4591132;1;;44.73844162;707.5;;1038.86
2013;05-301808;SAN JACINTO;  MUNICIPALIDAD DISTRITAL DE SAN JACINTO;TUMBES;TUMBES;240105;8.092300156;;80.11450329;;0.520486273;671.9349389;1;;80.38220234;8541.5;;3299381.04
2014;01-300078;BAGUA GRANDE;  MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;UTCUBAMBA;AMAZONAS;010701;6.901792581;0.3;74.28699091;;0.430287138;638.7007952;1;;44.13022552;53179;;2.67
2014;01-300097;AIJA;  MUNICIPALIDAD PROVINCIAL DE AIJA;AIJA;ANCASH;020201;8.725995161;653131.37;60.83717217;;0.365417455;439.9887346;;1;54.15350011;1917.5;;655348.64
2014;08-300117;HUALLANCA;  MUNICIPALIDAD DISTRITAL DE HUALLANCA;BOLOGNESI;ANCASH;020508;7.286578782;2946766.23;67.59957578;;0.386248496;563.2190562;;1;37.69310557;8305.5;;3236474.9
2014;07-300131;PARIAHUANCA;  MUNICIPALIDAD DISTRITAL DE PARIAHUANCA;CARHUAZ;ANCASH;020607;5.742475578;512080.8;81.95800199;;0.363146517;391.3257875;1;;44.31308814;1599;;514040.74
2014;07-300156;HUACHIS;  MUNICIPALIDAD DISTRITAL DE HUACHIS;HUARI;ANCASH;021007;4.888624259;12920483.9;76.68513701;;0.241300505;181.1474866;;1;41.36032732;3582;;13038059.77
2014;19-300349;SAN JUAN DE TARUCANI;  MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI;AREQUIPA;AREQUIPA;040119;5.967560979;1224232.94;81.62868601;;0.379927666;412.1702738;1;;51.29400507;2190.5;;1604813.1
2014;24-300354;UCHUMAYO;  MUNICIPALIDAD DISTRITAL DE UCHUMAYO;AREQUIPA;AREQUIPA;040124;10.58500338;15102824.91;79.55275407;;0.610549946;919.6626124;1;;78.89462696;12148.5;;16646549.37
2014;28-300358;YURA;  MUNICIPALIDAD DISTRITAL DE YURA;AREQUIPA;AREQUIPA;040128;8.792410421;14348031.26;77.15518053;;0.530993405;706.7516489;1;;82.2802384;23420.5;;16285546.58
2014;07-300366;QUILCA;  MUNICIPALIDAD DISTRITAL DE QUILCA;CAMANA;AREQUIPA;040207;8.409669792;200737.95;83.84877771;;0.526939953;673.5954298;1;;71.31842093;692.5;;234976.42
