AÑO;CODIGO;DISTRITO;MUNICIPALIDAD;PROVINCIA;REGION;UBIGEO;AÑOS DE EDUCACION;CANON MINERO;ESPERANZA DE VIDA;IDH;INGRESO FAMILIAR;METODOS DE EXPLOTACION;POBLACION 18 AÑOS;POBLACION;TOTAL DE TRANSFERENCIAS
2007;05-300483;CHAVIÑA;  MUNICIPALIDAD DISTRITAL DE CHAVIÑA;LUCANAS;AYACUCHO;50605;5.44;48081.15;70.49;0.21;137.29;1.00;37.23;2355.00;52570.10
2007;02-300501;CHUMPI;  MUNICIPALIDAD DISTRITAL DE CHUMPI;PARINACOCHAS;AYACUCHO;50702;5.03;110777.04;65.96;0.21;150.71;1.00;36.46;2981.00;120525.97
2007;06-300513;OYOLO;  MUNICIPALIDAD DISTRITAL DE OYOLO;PAUCAR DEL SARA SARA;AYACUCHO;50806;5.23;23129.12;72.46;0.15;116.48;1.00;5.65;1166.00;25647.47
2007;05-300533;CANARIA;  MUNICIPALIDAD DISTRITAL DE CANARIA;VICTOR FAJARDO;AYACUCHO;51005;7.16;185007.08;72.13;0.25;183.48;1.00;30.72;4021.00;646856.41
2007;01-300549;CAJAMARCA;  MUNICIPALIDAD PROVINCIAL DE CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;9.37;87726783.78;72.01;0.39;367.29;1.00;60.67;188363.00;87739883.48
2007;05-300553;ENCAÑADA;  MUNICIPALIDAD DISTRITAL DE ENCAÑADA;CAJAMARCA;CAJAMARCA;60105;3.58;41962961.05;71.61;0.17;136.07;2.00;21.36;23076.00;41986924.94
2007;02-300563;CACHACHI;  MUNICIPALIDAD DISTRITAL DE CACHACHI;CAJABAMBA;CAJAMARCA;60202;3.58;5113550.75;73.47;0.16;139.67;1.00;12.98;24305.00;5115663.12
2007;08-300604;YONAN;  MUNICIPALIDAD DISTRITAL DE YONAN;CONTUMAZA;CAJAMARCA;60508;7.54;2167603.22;72.04;0.37;381.02;1.00;53.80;7735.00;2203264.07
2007;03-300622;HUALGAYOC;  MUNICIPALIDAD DISTRITAL DE HUALGAYOC;HUALGAYOC;CAJAMARCA;60703;4.56;3288464.57;73.04;0.19;125.01;1.00;25.66;16849.00;3289819.86
2007;03-300651;CALQUIS;  MUNICIPALIDAD DISTRITAL DE CALQUIS;SAN MIGUEL;CAJAMARCA;61103;4.06;1080940.98;72.98;0.20;145.95;1.00;31.73;4426.00;1081384.86
2007;04-300652;CATILLUC;  MUNICIPALIDAD DISTRITAL DE CATILLUC;SAN MIGUEL;CAJAMARCA;61104;4.32;634655.40;72.92;0.20;144.55;1.00;31.56;3369.00;634917.61
2007;09-300674;SEXI;  MUNICIPALIDAD DISTRITAL DE SEXI;SANTA CRUZ;CAJAMARCA;61309;6.59;101134.75;72.46;0.25;139.60;1.00;66.34;515.00;101176.27
2007;07-300738;QUIÑOTA;  MUNICIPALIDAD DISTRITAL DE QUIÑOTA;CHUMBIVILCAS;CUSCO;80707;3.74;633150.90;69.36;0.15;97.90;1.00;27.74;4317.00;2024430.16
2007;08-300739;VELILLE;  MUNICIPALIDAD DISTRITAL DE VELILLE;CHUMBIVILCAS;CUSCO;80708;5.02;1132615.60;69.60;0.21;154.16;1.00;26.48;7914.00;3635754.92
2007;01-300740;ESPINAR;  MUNICIPALIDAD PROVINCIAL DE ESPINAR;ESPINAR;CUSCO;80801;7.71;54728694.42;69.68;0.33;274.64;1.00;63.66;29581.00;60716598.80
2007;07-300746;SUYCKUTAMBO;  MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO;ESPINAR;CUSCO;80807;3.78;4539325.80;69.17;0.18;127.02;1.00;35.74;2796.00;5527087.05
2007;06-300797;HUACHOCOLPA;  MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA;HUANCAVELICA;HUANCAVELICA;90106;6.84;416743.00;68.12;0.22;158.27;1.00;25.38;3032.00;690205.63
2007;04-300820;CCOCHACCASA;  MUNICIPALIDAD DISTRITAL DE CCOCHACCASA;ANGARAES;HUANCAVELICA;90304;4.96;162019.41;69.28;0.19;113.40;1.00;32.88;3434.00;489875.89
2007;09-300850;SAN PEDRO DE CORIS;  MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS;CHURCAMPA;HUANCAVELICA;90509;7.26;1773871.07;70.09;0.21;118.88;1.00;37.14;4244.00;2261264.68
2007;06-300857;OCOYO;  MUNICIPALIDAD DISTRITAL DE OCOYO;HUAYTARA;HUANCAVELICA;90606;7.31;602404.25;72.13;0.18;107.04;1.00;15.49;1901.00;1002350.50
2007;03-300887;CHINCHAO;  MUNICIPALIDAD DISTRITAL DE CHINCHAO;HUANUCO;HUANUCO;100103;3.07;176143.73;72.07;0.17;157.37;1.00;15.29;24796.00;237006.82
2007;07-300952;SAN MIGUEL DE CAURI;  MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI;LAURICOCHA;HUANUCO;101007;6.60;1835335.90;71.13;0.24;164.61;1.00;33.10;9699.00;2797365.69
2007;03-300976;CHAVIN;  MUNICIPALIDAD DISTRITAL DE CHAVIN;CHINCHA;ICA;110203;7.89;106136.70;75.81;0.31;252.99;1.00;38.06;1096.00;195848.25
2007;04-300988;MARCONA;  MUNICIPALIDAD DISTRITAL DE MARCONA;NASCA;ICA;110304;11.13;8212470.24;76.67;0.46;456.69;1.00;67.88;12876.00;9970965.54
2007;05-300989;VISTA ALEGRE;  MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE;NASCA;ICA;110305;9.07;4976501.19;76.43;0.40;337.86;1.00;74.68;13711.00;5475250.11
2007;05-300999;PARACAS;  MUNICIPALIDAD DISTRITAL DE PARACAS;PISCO;ICA;110505;10.07;316285.97;75.34;0.38;326.42;2.00;52.80;4146.00;345568.89
2007;07-301001;SAN CLEMENTE;  MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE;PISCO;ICA;110507;8.76;1148849.10;75.20;0.38;323.39;1.00;59.74;19324.00;1282566.41
2007;08-301008;CHONGOS ALTO;  MUNICIPALIDAD DISTRITAL DE CHONGOS ALTO;HUANCAYO;JUNIN;120108;5.45;111999.82;71.43;0.27;184.46;2.00;65.46;1686.00;160425.59
2007;12-301010;COLCA;  MUNICIPALIDAD DISTRITAL DE COLCA;HUANCAYO;JUNIN;120112;7.33;99021.88;71.74;0.30;195.08;1.00;69.62;1994.00;136630.20
2007;06-301051;VITOC;  MUNICIPALIDAD DISTRITAL DE VITOC;CHANCHAMAYO;JUNIN;120306;7.88;614669.74;72.71;0.32;246.07;1.00;51.24;2753.00;970846.82
2007;06-301057;CURICACA;  MUNICIPALIDAD DISTRITAL DE CURICACA;JAUJA;JUNIN;120406;6.77;114936.84;70.88;0.29;207.55;1.00;62.49;1756.00;161855.22
2007;05-301102;LA UNION;  MUNICIPALIDAD DISTRITAL DE LA UNION;TARMA;JUNIN;120705;7.18;513340.23;71.92;0.33;256.19;1.00;63.47;3839.00;654625.09
2007;01-301108;LA OROYA;  MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA;YAULI;JUNIN;120801;10.35;6550192.19;73.54;0.45;450.79;1.00;74.87;18606.00;8843546.62
2007;03-301110;HUAY-HUAY;  MUNICIPALIDAD DISTRITAL DE HUAY - HUAY;YAULI;JUNIN;120803;9.62;2751153.50;73.01;0.33;256.64;1.00;44.59;1675.00;5418773.42
2007;04-301111;MARCAPOMACOCHA;  MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA;YAULI;JUNIN;120804;7.71;828784.56;73.18;0.30;214.84;1.00;52.98;1267.00;1104001.99
2007;05-301112;MOROCOCHA;  MUNICIPALIDAD DISTRITAL DE MOROCOCHA;YAULI;JUNIN;120805;9.96;5348192.23;73.33;0.41;407.48;2.00;59.64;5397.00;7453221.21
2007;07-301114;SANTA BARBARA DE CARHUACAYAN;  MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN;YAULI;JUNIN;120807;7.26;1179045.70;73.61;0.29;199.80;1.00;50.04;1935.00;1595588.11
2007;10-301117;YAULI;  MUNICIPALIDAD DISTRITAL DE YAULI;YAULI;JUNIN;120810;10.09;6250012.52;73.33;0.41;368.60;2.00;71.68;5953.00;11887319.81
2007;14-301170;USQUIL;  MUNICIPALIDAD DISTRITAL DE USQUIL;OTUZCO;LA LIBERTAD;130614;3.67;15990935.83;72.68;0.18;152.26;1.00;16.14;26268.00;16203203.84
2007;01-301171;SAN PEDRO DE LLOC;  MUNICIPALIDAD PROVINCIAL DE PACASMAYO - SAN PEDRO DE LLOC;PACASMAYO;LA LIBERTAD;130701;9.76;1362826.02;75.60;0.43;408.04;1.00;64.55;16149.00;1446502.61
2007;08-301183;PARCOY;  MUNICIPALIDAD DISTRITAL DE PARCOY;PATAZ;LA LIBERTAD;130808;7.64;5211698.83;70.11;0.26;218.24;2.00;24.63;16437.00;6735634.53
2007;09-301184;PATAZ;  MUNICIPALIDAD DISTRITAL DE PATAZ;PATAZ;LA LIBERTAD;130809;7.27;2082465.90;70.38;0.26;221.75;1.00;23.87;7410.00;2547541.78
2007;01-301189;HUAMACHUCO;  MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO;SANCHEZ CARRION;LA LIBERTAD;130901;5.35;9668336.16;70.06;0.24;182.79;1.00;38.25;52459.00;9982496.82
2007;03-301199;CACHICADAN;  MUNICIPALIDAD DISTRITAL DE CACHICADAN;SANTIAGO DE CHUCO;LA LIBERTAD;131003;6.35;3690049.17;72.74;0.26;229.51;1.00;26.72;6663.00;4415813.12
2007;02-301206;LUCMA;  MUNICIPALIDAD DISTRITAL DE LUCMA;GRAN CHIMU;LA LIBERTAD;131102;4.99;735313.29;72.40;0.19;148.66;1.00;16.97;5774.00;785401.11
2007;03-301211;GUADALUPITO;  MUNICIPALIDAD DISTRITAL DE GUADALUPITO;VIRU;LA LIBERTAD;131203;5.82;543880.12;74.26;0.30;261.22;1.00;43.99;6232.00;578212.80
2007;04-301235;MANUEL ANTONIO MESONES MURO;  MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO;FERREÑAFE;LAMBAYEQUE;140204;6.36;2.90;69.25;0.28;207.23;1.00;56.14;4083.00;2.90
2007;06-301255;CARABAYLLO;  MUNICIPALIDAD DISTRITAL DE CARABAYLLO;LIMA;LIMA;150106;11.27;382136.47;75.67;0.46;437.55;1.00;73.22;213386.00;411301.20
2007;18-301267;LURIGANCHO;  MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA);LIMA;LIMA;150118;10.49;228081.44;75.72;0.47;467.08;1.00;76.10;169359.00;242798.35
2007;19-301268;LURIN;  MUNICIPALIDAD DISTRITAL DE LURIN;LIMA;LIMA;150119;9.80;373090.56;75.67;0.45;455.11;1.00;70.75;62940.00;409700.11
2007;23-301272;PACHACAMAC;  MUNICIPALIDAD DISTRITAL DE PACHACAMAC;LIMA;LIMA;150123;9.64;600785.72;75.72;0.43;409.76;1.00;66.47;68441.00;697851.37
2007;43-301292;VILLA MARIA DEL TRIUNFO;  MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;LIMA;LIMA;150143;9.89;746135.58;75.76;0.45;447.19;1.00;74.12;378470.00;870482.74
2007;02-301312;ASIA;  MUNICIPALIDAD DISTRITAL DE ASIA;CAÑETE;LIMA;150502;8.27;1057183.71;75.63;0.38;354.78;1.00;57.74;6618.00;1304446.40
2007;05-301315;CHILCA;  MUNICIPALIDAD DISTRITAL DE CHILCA;CAÑETE;LIMA;150505;7.76;1562214.75;75.86;0.39;381.07;1.00;57.43;14559.00;1992103.91
2007;06-301316;COAYLLO;  MUNICIPALIDAD DISTRITAL DE COAYLLO;CAÑETE;LIMA;150506;9.72;217939.00;75.63;0.39;272.69;1.00;88.86;1031.00;257074.82
2007;01-301327;HUARAL;  MUNICIPALIDAD PROVINCIAL DE HUARAL;HUARAL;LIMA;150601;8.04;11431301.92;76.00;0.39;350.19;1.00;70.05;88558.00;13766626.82
2007;10-301336;SANTA CRUZ DE ANDAMARCA;  MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA;HUARAL;LIMA;150610;8.03;211933.16;75.24;0.34;236.79;1.00;69.61;1219.00;254350.01
2007;05-301343;CHICLA;  MUNICIPALIDAD DISTRITAL DE CHICLA;HUAROCHIRI;LIMA;150705;6.05;7903220.23;71.40;0.35;346.53;1.00;64.76;7194.00;10760312.22
2007;16-301354;SAN ANTONIO;  MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;HUAROCHIRI;LIMA;150716;7.92;1112918.24;71.74;0.31;196.95;1.00;71.89;4516.00;1278787.51
2007;22-301360;SAN MATEO;  MUNICIPALIDAD DISTRITAL DE SAN MATEO;HUAROCHIRI;LIMA;150722;9.51;4584395.73;71.22;0.38;311.12;1.00;70.49;5280.00;4939522.40
2007;01-301371;HUACHO;  MUNICIPALIDAD PROVINCIAL DE HUAURA;HUAURA;LIMA;150801;6.28;2929459.77;74.95;0.42;464.65;1.00;83.53;55442.00;3620537.67
2007;01-301383;OYON;  MUNICIPALIDAD PROVINCIAL DE OYON;OYON;LIMA;150901;5.73;8207529.67;71.86;0.32;284.30;2.00;56.83;12812.00;12496423.04
2007;18-301406;LARAOS;  MUNICIPALIDAD DISTRITAL DE LARAOS;YAUYOS;LIMA;151018;6.05;848963.35;70.19;0.31;241.83;1.00;73.35;960.00;1250626.95
2007;02-301482;CARUMAS;  MUNICIPALIDAD DISTRITAL DE CARUMAS;MARISCAL NIETO;MOQUEGUA;180102;6.97;26155206.45;75.63;0.34;260.92;1.00;66.47;4816.00;31049759.31
2007;06-301486;TORATA;  MUNICIPALIDAD DISTRITAL DE TORATA;MARISCAL NIETO;MOQUEGUA;180106;9.55;64384747.94;75.60;0.45;458.85;1.00;71.87;6591.00;86904764.02
2007;08-301494;PUQUINA;  MUNICIPALIDAD DISTRITAL DE PUQUINA;GENERAL SANCHEZ CERRO;MOQUEGUA;180208;7.21;6723862.78;75.38;0.33;245.59;1.00;64.71;2979.00;8113221.04
2007;03-301500;PACOCHA;  MUNICIPALIDAD DISTRITAL DE PACOCHA;ILO;MOQUEGUA;180303;13.13;587296.42;74.66;0.59;745.88;2.00;95.53;4401.00;701464.55
2007;04-301504;HUAYLLAY;  MUNICIPALIDAD DISTRITAL DE HUAYLLAY;PASCO;PASCO;190104;9.68;18787838.00;72.74;0.36;265.36;1.00;66.26;10617.00;25329408.03
2007;08-301508;SAN FRANCISCO DE ASIS DE YARUSYACAN;  MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN;PASCO;PASCO;190108;8.34;16223700.91;72.65;0.28;148.88;1.00;71.14;11209.00;21445758.33
2007;09-301509;SIMON BOLIVAR;  MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR;PASCO;PASCO;190109;9.91;19049963.10;72.80;0.40;332.24;1.00;75.00;13681.00;25971573.98
2007;11-301511;TINYAHUARCO;  MUNICIPALIDAD DISTRITAL DE TINYAHUARCO;PASCO;PASCO;190111;9.79;11249249.18;72.74;0.39;315.32;1.00;70.85;5962.00;16527022.29
2007;13-301513;YANACANCHA;  MUNICIPALIDAD DISTRITAL DE YANACANCHA;PASCO;PASCO;190113;10.99;25234468.03;72.86;0.39;290.42;1.00;82.53;29596.00;31948589.42
2007;01-301566;PAITA;  MUNICIPALIDAD PROVINCIAL DE PAITA;PAITA;PIURA;200501;8.74;424.56;73.58;0.42;441.35;1.00;60.49;72522.00;11158449.97
2007;02-301567;AMOTAPE;  MUNICIPALIDAD DISTRITAL DE AMOTAPE;PAITA;PIURA;200502;6.40;150.12;73.33;0.34;308.87;1.00;57.74;2305.00;412211.09
2007;01-301587;SECHURA;  MUNICIPALIDAD PROVINCIAL DE SECHURA;SECHURA;PIURA;200801;7.19;692.27;70.22;0.34;352.83;1.00;46.60;32965.00;8490243.19
2007;05-301657;OCUVIRI;  MUNICIPALIDAD DISTRITAL DE OCUVIRI;LAMPA;PUNO;210705;7.62;211002.00;68.88;0.21;108.04;1.00;43.83;2655.00;340214.45
2007;09-301661;SANTA LUCIA;  MUNICIPALIDAD DISTRITAL DE SANTA LUCIA;LAMPA;PUNO;210709;6.20;640373.78;68.80;0.26;188.76;1.00;51.90;7692.00;777441.08
2007;02-301664;ANTAUTA;  MUNICIPALIDAD DISTRITAL DE ANTAUTA;MELGAR;PUNO;210802;5.83;6241212.50;67.13;0.25;176.40;1.00;48.96;4993.00;9275541.18
2007;04-301684;CARACOTO;  MUNICIPALIDAD DISTRITAL DE CARACOTO;SAN ROMAN;PUNO;211104;4.45;479191.48;70.27;0.20;127.19;1.00;45.94;6058.00;599338.23
2007;06-301690;QUIACA;  MUNICIPALIDAD DISTRITAL DE QUIACA;SANDIA;PUNO;211206;5.74;175918.67;67.99;0.18;98.64;1.00;36.04;2232.00;220160.64
2007;01-301701;MOYOBAMBA;  MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA;MOYOBAMBA;SAN MARTIN;220101;7.79;5329.96;73.15;0.32;248.12;1.00;48.37;65048.00;5714.74
2007;04-301753;NUEVA CAJAMARCA;  MUNICIPALIDAD DISTRITAL DE NUEVA CAJAMARCA;RIOJA;SAN MARTIN;220804;6.38;20401.06;74.01;0.28;221.00;1.00;43.22;35718.00;21483.06
2007;02-301760;ALBERTO LEVEAU;  MUNICIPALIDAD DISTRITAL DE ALBERTO LEVEAU;SAN MARTIN;SAN MARTIN;220902;6.44;179.62;71.95;0.25;170.24;1.00;42.96;827.00;188.74
2007;07-301784;PALCA;  MUNICIPALIDAD DISTRITAL DE PALCA;TACNA;TACNA;230107;7.06;3569694.63;74.08;0.26;151.72;1.00;59.28;1510.00;4086094.06
2007;02-301794;ILABAYA;  MUNICIPALIDAD DISTRITAL DE ILABAYA;JORGE BASADRE;TACNA;230302;10.99;139060341.50;73.11;0.50;584.00;1.00;74.90;4414.00;168677898.80
2007;05-301808;SAN JACINTO;  MUNICIPALIDAD DISTRITAL DE SAN JACINTO;TUMBES;TUMBES;240105;7.71;;75.56;0.41;390.18;1.00;82.10;7979.00;868151.23
2008;01-300078;BAGUA GRANDE;  MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;UTCUBAMBA;AMAZONAS;10701;6.73;3008.61;73.18;0.35;406.41;1.00;38.49;49766.50;9573.70
2008;06-300090;JANGAS;  MUNICIPALIDAD DISTRITAL DE JANGAS;HUARAZ;ANCASH;20106;5.33;11214956.62;73.10;0.30;277.03;1.00;48.73;4552.50;11225133.82
2008;01-300097;AIJA;  MUNICIPALIDAD PROVINCIAL DE AIJA;AIJA;ANCASH;20201;8.55;1346221.84;65.52;0.32;286.26;1.00;52.04;2029.00;1351225.10
2008;08-300117;HUALLANCA;  MUNICIPALIDAD DISTRITAL DE HUALLANCA;BOLOGNESI;ANCASH;20508;7.83;7631526.59;69.68;0.33;368.94;1.00;36.15;8357.00;8452803.14
2008;07-300131;PARIAHUANCA;  MUNICIPALIDAD DISTRITAL DE PARIAHUANCA;CARHUAZ;ANCASH;20607;5.34;873003.78;73.92;0.30;304.14;1.00;36.95;1538.50;878747.06
2008;07-300156;HUACHIS;  MUNICIPALIDAD DISTRITAL DE HUACHIS;HUARI;ANCASH;21007;4.32;23548976.79;71.93;0.21;146.41;1.00;42.05;3755.00;23605474.44
2008;14-300163;SAN MARCOS;  MUNICIPALIDAD DISTRITAL DE SAN MARCOS;HUARI;ANCASH;21014;7.44;176975056.90;72.01;0.32;334.51;1.00;33.97;13951.00;177234851.60
2008;03-300281;HUAQUIRCA;  MUNICIPALIDAD DISTRITAL DE HUAQUIRCA;ANTABAMBA;APURIMAC;30303;5.70;53430.35;65.05;0.21;225.07;1.00;14.77;1525.00;58326.06
2008;06-300308;CHALLHUAHUACHO;  MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO;COTABAMBAS;APURIMAC;30506;4.67;212605.77;72.91;0.20;146.46;1.00;22.40;7973.00;232873.16
2008;19-300349;SAN JUAN DE TARUCANI;  MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI;AREQUIPA;AREQUIPA;40119;5.44;1543484.90;75.31;0.30;276.97;1.00;44.85;2172.50;1743978.28
2008;24-300354;UCHUMAYO;  MUNICIPALIDAD DISTRITAL DE UCHUMAYO;AREQUIPA;AREQUIPA;40124;10.55;17183740.62;75.21;0.50;588.53;1.00;78.93;11073.50;17311814.97
2008;27-300357;YARABAMBA;  MUNICIPALIDAD DISTRITAL DE YARABAMBA;AREQUIPA;AREQUIPA;40127;9.64;14143004.90;75.00;0.46;454.99;1.00;94.09;1066.00;14177020.32
2008;28-300358;YURA;  MUNICIPALIDAD DISTRITAL DE YURA;AREQUIPA;AREQUIPA;40128;8.39;12585414.81;74.27;0.43;435.97;1.00;83.45;17601.50;13068569.77
2008;07-300366;QUILCA;  MUNICIPALIDAD DISTRITAL DE QUILCA;CAMANA;AREQUIPA;40207;8.02;329452.98;76.68;0.44;479.81;1.00;72.76;787.00;351809.73
2008;07-300374;CHALA;  MUNICIPALIDAD DISTRITAL DE CHALA;CARAVELI;AREQUIPA;40307;10.13;2219288.39;77.13;0.44;517.97;2.00;47.45;5506.50;2350915.63
2008;08-300375;CHAPARRA;  MUNICIPALIDAD DISTRITAL DE CHAPARRA;CARAVELI;AREQUIPA;40308;9.28;1437817.00;77.45;0.43;484.39;1.00;53.12;4138.00;1606897.51
2008;09-300376;HUANUHUANU;  MUNICIPALIDAD DISTRITAL DE HUANUHUANU;CARAVELI;AREQUIPA;40309;8.08;1127755.41;78.25;0.39;345.65;1.00;62.08;2662.50;1285704.67
2008;09-300389;ORCOPAMPA;  MUNICIPALIDAD DISTRITAL DE ORCOPAMPA;CASTILLA;AREQUIPA;40409;9.28;2633836.31;72.67;0.42;536.32;1.00;46.42;8629.00;4804192.54
2008;04-300398;CALLALLI;  MUNICIPALIDAD DISTRITAL DE CALLALLI;CAYLLOMA;AREQUIPA;40504;6.15;1102352.18;73.65;0.34;295.19;1.00;64.82;2436.00;1175636.10
2008;05-300399;CAYLLOMA;  MUNICIPALIDAD DISTRITAL DE CAYLLOMA;CAYLLOMA;AREQUIPA;40505;6.93;1567559.52;72.86;0.30;321.55;2.00;24.25;3911.00;1848794.58
2008;16-300410;TAPAY;  MUNICIPALIDAD DISTRITAL DE TAPAY;CAYLLOMA;AREQUIPA;40516;4.12;285593.21;72.52;0.27;194.89;1.00;99.98;653.00;311392.53
2008;03-300417;CAYARANI;  MUNICIPALIDAD DISTRITAL DE CAYARANI;CONDESUYOS;AREQUIPA;40603;7.36;5270764.63;74.66;0.31;301.47;1.00;32.23;3626.50;7515740.24
2008;06-300420;RIO GRANDE;  MUNICIPALIDAD DISTRITAL DE RIO GRANDE;CONDESUYOS;AREQUIPA;40606;8.86;1861178.82;72.87;0.46;535.57;1.00;81.17;3335.00;2387973.79
2008;08-300422;YANAQUIHUA;  MUNICIPALIDAD DISTRITAL DE YANAQUIHUA;CONDESUYOS;AREQUIPA;40608;7.79;3746990.00;73.80;0.39;388.96;1.00;60.90;5141.00;4569951.74
2008;05-300483;CHAVIÑA;  MUNICIPALIDAD DISTRITAL DE CHAVIÑA;LUCANAS;AYACUCHO;50605;5.54;69416.45;69.97;0.24;176.35;1.00;37.27;2300.00;75051.27
2008;02-300501;CHUMPI;  MUNICIPALIDAD DISTRITAL DE CHUMPI;PARINACOCHAS;AYACUCHO;50702;5.16;129608.64;64.60;0.24;208.16;1.00;36.50;2931.50;176571.54
2008;06-300513;OYOLO;  MUNICIPALIDAD DISTRITAL DE OYOLO;PAUCAR DEL SARA SARA;AYACUCHO;50806;5.33;46029.44;69.89;0.16;148.29;1.00;5.68;1173.00;49334.08
2008;05-300533;CANARIA;  MUNICIPALIDAD DISTRITAL DE CANARIA;VICTOR FAJARDO;AYACUCHO;51005;7.28;463957.32;71.95;0.30;316.29;1.00;30.77;4028.00;701889.87
2008;01-300549;CAJAMARCA;  MUNICIPALIDAD PROVINCIAL DE CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;9.51;30674238.95;72.12;0.45;549.58;1.00;60.81;202560.00;30711698.35
2008;05-300553;ENCAÑADA;  MUNICIPALIDAD DISTRITAL DE ENCAÑADA;CAJAMARCA;CAJAMARCA;60105;3.67;12470021.48;72.99;0.20;181.52;2.00;21.35;23814.50;12528925.03
2008;02-300563;CACHACHI;  MUNICIPALIDAD DISTRITAL DE CACHACHI;CAJABAMBA;CAJAMARCA;60202;3.64;1459823.92;74.49;0.18;161.86;1.00;12.97;25301.00;1465103.35
2008;08-300604;YONAN;  MUNICIPALIDAD DISTRITAL DE YONAN;CONTUMAZA;CAJAMARCA;60508;7.66;1218817.85;72.22;0.43;569.81;1.00;53.82;7944.50;1261086.04
2008;03-300622;HUALGAYOC;  MUNICIPALIDAD DISTRITAL DE HUALGAYOC;HUALGAYOC;CAJAMARCA;60703;4.66;1114049.18;74.64;0.23;194.12;1.00;25.65;17262.50;1172594.27
2008;03-300651;CALQUIS;  MUNICIPALIDAD DISTRITAL DE CALQUIS;SAN MIGUEL;CAJAMARCA;61103;4.15;300722.32;73.32;0.22;177.73;1.00;31.72;4529.00;301767.60
2008;04-300652;CATILLUC;  MUNICIPALIDAD DISTRITAL DE CATILLUC;SAN MIGUEL;CAJAMARCA;61104;4.39;184503.43;74.33;0.22;159.85;1.00;31.55;3467.50;185166.81
2008;09-300674;SEXI;  MUNICIPALIDAD DISTRITAL DE SEXI;SANTA CRUZ;CAJAMARCA;61309;6.71;41654.89;73.04;0.30;231.40;1.00;66.50;536.00;41779.45
2008;07-300738;QUIÑOTA;  MUNICIPALIDAD DISTRITAL DE QUIÑOTA;CHUMBIVILCAS;CUSCO;80707;3.75;468553.81;69.44;0.15;97.90;1.00;27.77;4516.50;2172074.36
2008;08-300739;VELILLE;  MUNICIPALIDAD DISTRITAL DE VELILLE;CHUMBIVILCAS;CUSCO;80708;5.07;1013393.26;68.04;0.22;175.49;1.00;26.53;8193.50;4036528.39
2008;01-300740;ESPINAR;  MUNICIPALIDAD PROVINCIAL DE ESPINAR;ESPINAR;CUSCO;80801;7.88;46493331.69;68.90;0.37;378.74;1.00;63.84;30899.00;53828203.70
2008;07-300746;SUYCKUTAMBO;  MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO;ESPINAR;CUSCO;80807;3.86;3311238.35;69.51;0.21;166.46;1.00;35.76;2854.50;4526623.65
2008;06-300797;HUACHOCOLPA;  MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA;HUANCAVELICA;HUANCAVELICA;90106;6.92;734892.79;66.34;0.29;378.77;1.00;25.27;3031.50;979227.85
2008;04-300820;CCOCHACCASA;  MUNICIPALIDAD DISTRITAL DE CCOCHACCASA;ANGARAES;HUANCAVELICA;90304;5.11;134837.89;67.22;0.24;231.44;1.00;32.81;3344.50;575071.23
2008;09-300850;SAN PEDRO DE CORIS;  MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS;CHURCAMPA;HUANCAVELICA;90509;7.32;3706686.34;67.01;0.30;355.71;1.00;37.06;3999.50;4989878.01
2008;06-300857;OCOYO;  MUNICIPALIDAD DISTRITAL DE OCOYO;HUAYTARA;HUANCAVELICA;90606;7.22;112002.63;68.56;0.26;395.74;1.00;15.47;2009.50;896163.70
2008;03-300887;CHINCHAO;  MUNICIPALIDAD DISTRITAL DE CHINCHAO;HUANUCO;HUANUCO;100103;3.16;115414.16;73.05;0.18;196.07;1.00;15.30;25575.00;149019.14
2008;07-300952;SAN MIGUEL DE CAURI;  MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI;LAURICOCHA;HUANUCO;101007;6.60;1359214.63;70.48;0.27;226.34;1.00;33.12;10009.50;1886089.17
